Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
26328,0.34,Premium,I,VS2,61.8,58.0,4.51,4.48,2.78,612
1376,0.23,Very Good,G,VVS2,58.1,59.0,4.09,4.03,2.36,438
5488,0.77,Ideal,E,SI2,62.3,57.0,5.88,5.91,3.67,2689
516,1.52,Premium,F,VS2,59.4,55.0,7.52,7.46,4.45,14388
7534,0.9,Ideal,G,SI1,62.6,56.0,6.16,6.23,3.88,3841
10830,1.01,Fair,E,SI2,55.2,65.0,6.78,6.67,3.71,4118
24839,0.29,Good,F,VS1,,56.0,4.24,4.26,2.64,415
2531,0.25,Very Good,E,VVS2,61.7,57.0,4.08,4.12,2.53,548
26382,0.42,Ideal,G,VS2,61.9,57.0,4.83,4.79,2.98,1048
4469,0.32,Very Good,D,SI1,63.2,54.0,4.38,4.36,2.76,756
957,0.33,Ideal,F,VS2,61.9,57.0,4.4,4.42,2.73,666
14710,1.11,Premium,G,SI2,62.3,58.0,6.65,6.61,4.13,4755
9684,1.07,Good,F,SI2,58.7,64.0,6.64,6.68,3.91,4232
20992,2.01,Premium,H,SI2,62.3,60.0,7.97,7.95,4.96,14558
23933,1.23,Ideal,F,VS2,61.7,57.0,6.9,6.94,4.27,9376
23682,0.5,Good,D,SI2,63.7,60.0,5.09,5.02,3.22,979
10254,0.4,Very Good,D,VS1,64.2,57.0,4.67,4.7,3.01,967
21515,0.53,Ideal,F,VS1,62.1,57.0,5.21,5.16,3.22,1908
7585,0.32,Premium,F,VS2,61.5,58.0,4.42,4.39,2.71,828
23630,0.3,Very Good,G,VS1,60.3,57.0,4.33,4.35,2.62,620
10988,1.23,Premium,D,SI2,58.9,58.0,6.99,6.97,4.11,5283
25652,0.34,Ideal,E,VS2,62.0,56.0,4.48,4.46,2.77,829
15758,2.3,Ideal,H,SI2,62.6,54.0,8.42,8.46,5.28,18108
16251,0.51,Ideal,G,VVS2,61.9,55.0,5.19,5.15,3.2,1974
20895,0.31,Premium,E,VS1,60.5,59.0,4.36,4.37,2.64,734
12285,0.36,Ideal,D,SI1,61.9,55.7,4.57,4.59,2.84,713
7360,0.43,Premium,D,VS2,60.2,59.0,4.88,4.92,2.95,1056
19049,1.6,Premium,F,SI2,61.1,58.0,7.57,7.53,4.61,9229
8069,0.43,Ideal,E,SI2,61.9,57.0,4.86,4.83,3.0,919
25970,1.11,Premium,I,I1,61.8,59.0,6.65,6.58,4.09,3183
23644,1.23,Premium,G,SI2,58.9,62.0,7.03,6.97,4.12,4408
6894,0.47,Very Good,E,VS1,61.8,58.0,4.97,5.03,3.09,1566
3110,0.33,Ideal,G,SI2,60.2,57.0,4.5,4.47,2.7,594
19043,0.35,Premium,J,VS1,62.2,58.0,4.54,4.49,2.81,591
18124,0.42,Ideal,I,VVS2,62.8,54.0,4.78,4.8,3.01,862
23851,1.05,Ideal,H,SI1,62.5,56.0,6.43,6.52,4.05,4937
26072,2.03,Ideal,H,SI2,61.8,56.0,8.1,8.15,5.02,15143
9838,2.05,Premium,G,SI1,62.2,56.0,8.19,8.08,5.06,13767
13350,0.42,Premium,G,VVS1,60.2,59.0,4.84,4.82,2.91,1235
1545,1.31,Very Good,E,VS2,63.1,56.0,6.95,6.9,4.37,10094
13732,0.54,Premium,E,VS1,60.3,58.0,5.26,5.32,3.19,1939
12765,0.4,Good,D,SI2,63.4,59.0,4.67,4.7,2.97,622
14702,1.27,Premium,J,VS1,62.6,59.0,6.92,6.88,4.32,5618
25778,0.9,Very Good,H,VVS2,62.4,58.0,6.12,6.15,3.83,4740
11720,0.9,Very Good,G,SI1,63.1,59.0,6.15,6.11,3.87,3669
6788,0.3,Good,H,VVS2,63.6,56.0,4.26,4.29,2.72,605
7783,1.75,Ideal,I,VVS2,62.1,56.0,7.72,7.69,4.79,14394
5887,1.02,Ideal,G,VVS2,61.1,57.0,6.48,6.51,3.97,7898
6396,0.3,Premium,D,SI1,62.6,59.0,4.23,4.27,2.66,552
14851,0.31,Ideal,G,VVS1,61.3,56.0,4.37,4.41,2.69,789
16718,0.31,Good,J,VS1,61.9,61.0,4.29,4.34,2.67,412
7477,1.22,Ideal,G,SI1,61.6,57.0,6.89,6.81,4.22,6559
4508,0.9,Very Good,F,SI1,60.4,60.0,6.23,6.29,3.78,3950
26497,0.7,Very Good,E,SI1,62.6,56.0,5.65,5.69,3.55,2459
7608,1.35,Very Good,I,VS2,61.7,59.0,7.05,7.09,4.36,6884
21872,0.4,Good,E,SI1,63.3,56.0,4.68,4.74,2.98,687
5073,0.36,Very Good,E,VS2,62.9,56.0,4.52,4.54,2.85,631
9535,1.34,Ideal,G,SI2,62.0,55.0,7.06,7.03,4.37,5358
17208,0.7,Premium,F,SI2,61.9,62.0,5.69,5.66,3.51,2107
4915,0.3,Ideal,F,IF,62.0,56.0,4.3,4.34,2.68,947
12230,0.61,Ideal,I,VS2,62.0,57.0,5.43,5.46,3.37,1627
23291,1.04,Ideal,F,SI1,61.3,55.0,6.51,6.53,4.0,5321
12072,0.56,Ideal,E,SI1,60.9,56.0,5.32,5.35,3.25,1580
24268,0.41,Premium,H,SI1,62.0,59.0,4.8,4.78,2.97,876
20789,0.36,Premium,G,VS1,62.2,59.0,4.57,4.53,2.83,932
11496,1.0,Very Good,D,SI1,60.1,60.0,6.47,6.55,3.91,4697
3047,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.59,4.09,5922
4869,2.02,Very Good,I,VS2,63.2,53.0,8.09,8.18,5.14,16179
1079,2.01,Good,H,SI1,63.9,59.0,7.81,7.91,5.02,15467
6756,0.5,Ideal,D,VS1,60.6,57.0,5.15,5.18,3.13,2454
26644,0.31,Premium,G,SI1,60.4,58.0,4.42,4.39,2.66,593
14473,0.42,Good,G,SI1,63.2,57.0,4.77,4.79,3.02,737
12041,1.05,Very Good,J,SI2,63.2,56.0,6.49,6.45,4.09,2789
20266,0.56,Ideal,G,SI1,62.5,57.0,5.26,5.23,3.28,1345
23398,1.52,Very Good,I,VS1,62.9,59.9,7.27,7.31,4.59,10032
5757,0.31,Ideal,F,VS2,61.9,57.0,4.34,4.32,2.68,749
4894,0.7,Good,F,VS1,63.7,55.0,5.56,5.61,3.56,2724
6746,1.22,Ideal,J,VS1,61.4,58.0,6.85,6.87,4.21,6201
18447,0.82,Ideal,I,SI2,61.1,57.0,6.05,6.09,3.71,2075
26656,0.33,Premium,F,VS2,62.2,58.0,4.44,4.43,2.76,854
17604,0.74,Ideal,E,VVS2,61.9,57.0,5.79,5.81,3.59,3633
10967,0.41,Premium,E,VS2,62.1,58.0,4.78,4.75,2.96,999
25466,0.72,Ideal,F,VS2,61.3,56.0,5.78,5.8,3.55,3151
3212,2.09,Ideal,H,SI2,60.6,57.0,8.3,8.2,5.0,16703
6014,0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,673
4353,1.01,Premium,F,SI2,61.7,60.0,6.42,6.36,3.94,4616
7293,1.21,Very Good,I,VS1,59.4,60.0,6.9,6.97,4.12,5865
336,0.23,Very Good,E,VVS1,61.8,59.0,3.9,3.93,2.42,530
12613,1.37,Ideal,G,VS1,62.2,55.0,7.09,7.12,4.42,10927
23322,0.72,Premium,G,SI1,61.3,56.0,5.79,5.76,3.54,2316
13419,1.22,Very Good,G,VS2,63.1,56.0,6.82,6.8,4.3,6962
140,0.5,Very Good,D,SI1,60.3,59.0,5.11,5.14,3.09,1415
18776,1.0,Premium,H,SI2,62.7,58.0,6.33,6.31,3.96,4200
4539,0.4,Good,E,SI1,64.2,57.0,4.66,4.68,3.0,662
24901,1.04,Very Good,D,SI2,58.6,58.0,6.65,6.72,3.92,4906
2883,0.33,Very Good,D,VS1,63.2,56.0,4.45,4.44,2.81,1109
24626,0.91,Fair,F,VS2,58.0,56.0,6.34,6.41,3.7,4474
11901,1.5,Very Good,I,VVS2,63.3,58.0,7.24,7.21,4.57,9828
17493,0.83,Ideal,F,SI2,62.3,55.0,6.02,6.05,3.76,2790
7916,1.28,Premium,G,VS2,62.1,60.0,6.95,6.89,4.3,8139
26249,1.02,Very Good,E,SI2,63.0,57.0,6.39,6.44,4.04,4398
2395,0.37,Ideal,F,VS2,61.1,57.0,4.67,4.63,2.84,957
14226,1.0,Very Good,D,SI2,63.4,58.0,6.33,6.3,4.01,3304
20467,0.31,Ideal,E,VVS2,61.3,55.0,4.34,4.37,2.67,864
10870,1.05,Ideal,D,VS2,61.7,59.0,6.5,6.53,4.02,7965
21874,0.55,Ideal,I,IF,60.1,56.0,5.33,5.38,3.22,2098
25245,0.55,Ideal,E,VS2,59.8,57.0,5.3,5.34,3.18,1596
24392,0.35,Ideal,D,SI2,62.4,55.0,4.53,4.54,2.83,522
2183,0.92,Premium,F,SI2,58.1,58.0,6.46,6.41,3.74,3282
16884,0.91,Good,F,VS1,63.1,59.0,6.14,6.19,3.89,4502
9234,0.32,Ideal,G,VVS1,62.4,56.0,4.39,4.36,2.73,1080
20837,1.06,Very Good,E,VVS2,61.8,58.0,6.52,6.56,4.04,9997
9826,1.02,Premium,F,SI2,60.4,60.0,6.53,6.49,3.93,4238
26643,0.38,Ideal,E,VVS2,61.8,56.0,4.67,4.72,2.9,947
5381,1.02,Premium,G,VS2,61.5,59.0,6.44,6.41,3.95,6416
5957,0.32,Premium,G,SI2,61.6,59.0,4.38,4.35,2.69,540
21042,0.7,Very Good,F,VS2,61.6,60.0,5.59,5.65,3.46,2737
12924,0.56,Ideal,E,VS2,61.5,57.0,5.3,5.27,3.25,1915
6693,1.21,Ideal,G,VVS1,61.0,57.0,6.87,6.93,4.21,10295
17138,1.31,Premium,I,VS1,58.5,60.0,7.18,7.15,4.19,6737
19448,1.03,Ideal,G,SI1,61.9,56.0,6.46,6.5,4.01,4928
12975,0.33,Ideal,D,VS1,60.9,57.0,4.5,4.47,2.73,957
2370,0.71,Very Good,J,VVS2,61.1,58.0,5.7,5.75,3.5,2226
5576,0.73,Premium,H,SI2,61.2,59.0,5.83,5.77,3.55,1699
8437,2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,15188
264,2.11,Premium,G,SI2,62.2,60.0,8.19,8.15,5.08,16336
12163,0.31,Ideal,E,SI1,63.0,57.0,4.32,4.29,2.71,698
13575,0.8,Fair,G,SI2,67.1,56.0,5.76,5.73,3.85,2400
3814,0.3,Ideal,D,VS2,61.8,55.0,4.32,4.35,2.68,606
2915,1.0,Premium,F,SI1,62.1,59.0,6.36,6.39,3.96,5060
215,1.52,Premium,I,SI1,61.9,58.0,7.42,7.37,4.58,8631
14852,1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,9266
26343,0.71,Ideal,F,SI2,60.7,57.0,5.78,5.81,3.52,2291
669,1.5,Very Good,G,VVS2,60.9,56.0,7.34,7.37,4.48,12798
15898,1.2,Good,D,I1,63.6,60.0,6.72,6.67,4.26,4346
6873,0.59,Good,F,SI1,59.5,62.0,5.45,5.5,3.26,1318
17541,1.09,Premium,G,VS2,60.9,56.0,6.7,6.67,4.07,6504
26934,0.7,Ideal,E,VVS2,62.4,54.0,5.66,5.71,3.55,3585
6107,0.43,Good,I,VS2,58.0,57.0,4.96,5.01,2.89,696
9325,0.44,Ideal,D,VS1,62.3,55.0,4.85,4.88,3.03,1235
11210,1.0,Very Good,G,VS2,61.5,58.0,6.36,6.39,3.92,5860
15918,0.78,Very Good,E,VS2,61.7,58.0,5.9,5.93,3.65,3334
15271,0.3,Ideal,G,IF,61.4,57.0,4.3,4.33,2.65,863
8304,0.56,Ideal,D,VS2,62.8,57.0,5.29,5.25,3.31,2066
13,0.5,Good,E,VS1,61.1,58.2,5.08,5.12,3.11,1932
12877,0.41,Very Good,G,SI2,63.4,58.0,4.73,4.7,2.99,784
10237,0.47,Ideal,G,IF,62.1,54.0,4.99,5.02,3.11,1814
8593,0.41,Ideal,F,VVS1,62.3,53.0,4.77,4.8,2.98,1295
22215,0.71,Ideal,I,SI1,62.3,53.0,5.69,5.82,3.56,2319
1252,2.2,Ideal,I,SI2,62.2,56.0,8.33,8.29,5.17,13512
19556,1.01,Good,E,VS2,65.6,55.0,6.16,6.22,4.06,5829
25882,0.9,Ideal,H,SI2,62.3,57.0,6.16,6.19,3.85,3794
11535,1.3,Fair,J,SI1,66.0,57.1,6.73,6.82,4.45,5488
2604,1.51,Premium,G,SI2,62.7,57.0,7.33,7.29,4.58,7145
26078,1.2,Very Good,G,VVS2,62.4,56.0,6.68,6.74,4.19,8712
6647,0.23,Very Good,E,VVS2,61.1,58.0,3.93,3.99,2.42,505
19819,1.5,Fair,E,SI2,59.9,68.0,7.39,7.3,4.4,8190
26430,0.41,Ideal,F,IF,61.6,56.0,4.79,4.82,2.96,1439
2549,1.01,Premium,G,VS1,62.8,59.0,6.37,6.34,3.99,6618
24602,1.51,Ideal,E,VS1,62.2,57.0,7.37,7.32,4.57,17649
903,1.05,Ideal,G,SI2,62.2,54.0,6.52,6.56,4.07,4667
16589,1.22,Very Good,E,VS2,60.8,59.0,6.87,6.91,4.19,9475
2050,2.02,Ideal,H,SI1,62.3,56.0,8.11,8.06,5.04,12332
10923,0.32,Ideal,G,VVS1,61.4,55.0,4.44,4.42,2.72,1080
14344,0.72,Ideal,F,SI1,61.5,56.0,5.72,5.79,3.54,2870
4036,0.77,Ideal,I,VS1,61.4,56.0,5.86,5.9,3.61,2635
18045,1.73,Very Good,I,SI2,62.0,58.0,7.6,7.69,4.74,9292
7260,0.42,Ideal,F,VVS2,62.1,55.0,4.81,4.79,2.98,1221
23799,0.32,Ideal,I,VS1,60.9,56.0,4.44,4.46,2.71,505
18438,1.0,Good,H,SI2,63.4,61.0,6.29,6.33,4.0,3850
1601,0.78,Fair,G,SI2,64.9,55.2,5.75,5.82,3.76,2401
2302,0.51,Ideal,G,VS1,61.6,56.0,5.18,5.15,3.18,1662
21821,0.9,Very Good,D,SI2,58.1,60.0,6.24,6.26,3.63,3371
14175,1.5,Very Good,I,VS2,63.3,55.0,7.3,7.26,4.61,9533
12940,0.77,Fair,J,SI1,60.2,66.0,5.97,5.81,3.55,1956
23346,0.9,Ideal,H,VS1,62.2,58.0,6.14,6.17,3.83,4428
18199,0.71,Good,F,SI1,64.3,58.0,5.61,5.55,3.59,2258
16538,0.5,Very Good,F,VVS2,61.9,56.0,5.09,5.12,3.16,2003
2355,0.32,Premium,F,SI2,59.7,59.0,4.43,4.48,2.66,421
15863,0.3,Ideal,D,VS2,61.5,58.0,4.27,4.31,2.64,670
17671,1.0,Very Good,I,SI1,63.3,54.0,6.39,6.34,4.03,3640
25146,1.02,Ideal,H,SI1,60.9,57.0,6.51,6.55,3.98,5522
22724,1.0,Ideal,H,VS2,62.5,56.0,6.41,6.33,3.98,5139
17898,0.7,Ideal,F,SI1,61.6,55.0,5.72,5.74,3.53,2806
12162,0.51,Ideal,G,VVS2,61.1,56.0,5.15,5.19,3.16,1875
11343,1.23,Premium,G,VS1,59.6,60.0,6.99,6.94,4.15,8293
13830,0.71,Very Good,I,VS1,63.1,57.0,5.68,5.58,3.55,2202
22713,1.46,Ideal,E,SI2,62.3,55.0,7.29,7.25,4.53,8421
3716,0.29,Very Good,F,VS1,63.0,55.0,4.24,4.27,2.68,504
3456,1.01,Ideal,I,SI2,62.8,57.0,6.36,6.41,4.01,4244
3463,0.37,Premium,E,VS2,61.0,59.0,4.65,4.6,2.82,888
3364,1.03,Good,G,SI1,63.2,58.0,6.38,6.43,4.05,4679
24383,0.74,Very Good,E,SI1,61.3,58.0,5.8,5.84,3.57,3009
20004,1.16,Fair,F,VS1,57.8,67.0,6.97,6.84,3.99,7094
24461,0.5,Good,F,VS2,63.3,58.0,4.98,5.03,3.17,1436
813,1.04,Ideal,G,VVS2,61.7,56.0,6.5,6.54,4.02,9465
22665,0.97,Ideal,I,I1,61.6,53.0,6.4,6.43,3.95,2239
6022,0.52,Ideal,E,SI1,60.1,59.0,5.18,5.23,3.13,1389
577,1.23,Ideal,H,SI1,62.3,57.0,6.85,6.89,4.28,5938
7490,0.33,Very Good,E,VVS2,62.3,56.0,4.4,4.44,2.75,893
13282,1.04,Good,G,VS1,58.9,64.0,6.6,6.64,3.9,6151
316,0.41,Ideal,G,SI2,61.3,56.0,4.78,4.81,2.94,605
21585,1.5,Fair,H,I1,69.3,61.0,6.99,6.81,4.78,3175
1209,1.01,Premium,E,SI2,62.3,55.0,6.35,6.29,3.94,3674
3281,0.9,Very Good,F,SI2,62.8,54.0,6.05,6.15,3.83,3217
10644,0.75,Very Good,G,SI1,62.3,59.0,5.77,5.81,3.61,2462
24285,1.51,Very Good,G,SI1,60.3,57.0,7.44,7.48,4.5,11836
12527,1.58,Ideal,F,VS2,60.0,57.0,7.58,7.52,4.53,14044
4830,0.64,Good,F,VS2,59.3,60.7,5.59,5.66,3.34,2063
20321,0.57,Ideal,G,SI1,62.3,54.0,5.34,5.35,3.33,1441
14404,1.0,Very Good,F,VVS1,,57.0,6.39,6.41,3.95,9492
1611,0.38,Ideal,F,IF,62.2,54.0,4.68,4.71,2.92,1229
8908,0.36,Ideal,F,VS1,61.9,56.0,4.59,4.56,2.83,1013
24289,1.51,Very Good,E,VS2,60.8,60.0,7.3,7.36,4.46,14338
10682,0.71,Very Good,E,VS1,62.7,57.0,5.69,5.73,3.58,2946
1757,1.02,Ideal,F,SI2,61.4,56.0,6.5,6.47,3.98,4662
22450,0.24,Very Good,E,VVS2,61.6,59.0,3.98,4.01,2.46,552
16644,1.21,Ideal,H,VS2,62.9,55.0,6.77,6.8,4.27,7513
21132,1.05,Ideal,G,VS2,61.9,57.0,6.47,6.51,4.03,6562
24559,0.9,Premium,G,VS2,62.1,59.0,6.2,6.14,3.83,4259
7014,1.03,Very Good,G,VS1,63.0,56.0,6.43,6.46,4.06,6539
24010,1.0,Fair,F,SI1,62.6,59.0,6.25,6.3,3.93,4925
8471,0.3,Premium,E,VS2,62.0,60.0,4.23,4.26,2.63,658
2852,1.22,Ideal,G,VS2,,55.0,6.83,6.87,4.25,7783
14520,0.38,Ideal,G,VS2,61.5,54.4,4.65,4.7,2.88,768
16262,1.11,Ideal,G,VS1,62.1,57.0,6.61,6.63,4.11,7917
2457,2.04,Very Good,J,VS2,63.0,58.0,7.99,8.02,5.04,13609
12694,0.41,Ideal,F,VS2,62.1,56.0,4.79,4.74,2.96,1107
22586,1.52,Ideal,F,VS2,62.5,55.0,7.42,7.31,4.6,14915
1766,1.31,Ideal,G,VVS1,61.1,57.0,7.06,7.01,4.3,11247
26038,0.55,Premium,E,SI2,59.7,58.0,5.33,5.35,3.19,1269
17749,0.46,Ideal,E,SI2,61.3,56.0,5.02,4.96,3.06,1116
26243,0.9,Fair,J,VS1,64.6,58.0,6.12,6.06,3.93,2964
12998,1.04,Premium,G,SI2,62.9,58.0,6.47,6.43,4.06,4277
14396,0.62,Very Good,D,VS2,59.2,59.1,5.55,5.6,3.3,2311
19861,0.31,Very Good,F,SI1,63.5,56.0,4.33,4.3,2.74,663
24426,0.7,Premium,D,SI1,62.8,60.0,5.68,5.66,3.56,2782
13754,0.9,Good,F,SI2,63.1,58.0,6.11,6.13,3.86,3519
3909,1.01,Good,J,SI1,58.8,57.0,6.57,6.63,3.88,3853
19224,0.73,Ideal,G,VVS1,61.3,56.0,5.79,5.82,3.56,3667
2903,0.41,Very Good,D,VVS1,62.7,56.0,4.74,4.77,2.98,1349
19144,2.58,Fair,F,SI2,65.2,59.0,8.58,8.51,5.57,12500
16539,3.0,Good,I,I1,57.0,64.0,9.38,9.31,5.33,10863
12193,0.35,Premium,H,VVS1,60.1,62.0,4.57,4.52,2.73,956
20209,0.92,Premium,E,SI1,62.2,58.0,6.18,6.23,3.86,4562
4094,0.95,Ideal,J,VVS2,60.6,57.0,6.4,6.34,3.86,3558
15152,0.31,Ideal,E,VS1,61.7,53.0,4.36,4.39,2.7,800
23274,0.92,Very Good,D,SI2,63.7,57.0,6.12,6.21,3.93,3707
17263,1.75,Very Good,H,VS1,63.3,56.0,7.63,7.53,4.8,14359
14784,0.28,Very Good,G,VVS2,62.5,53.0,4.18,4.21,2.62,522
2830,1.01,Ideal,H,SI1,61.2,57.0,6.42,6.47,3.95,5387
17924,1.72,Premium,H,SI1,61.4,59.0,7.71,7.64,4.71,12998
6981,0.73,Very Good,D,VS1,61.1,59.0,5.79,5.86,3.56,4116
1118,1.08,Good,J,SI2,63.2,59.0,6.4,6.57,4.1,3742
416,1.03,Very Good,F,SI2,61.1,59.0,6.51,6.58,4.0,4218
10736,0.31,Ideal,F,VVS1,62.0,55.0,4.34,4.37,2.7,840
25225,0.46,Ideal,G,SI1,62.0,53.0,4.99,5.04,3.11,930
8698,0.35,Ideal,F,VS2,62.1,57.0,4.53,4.55,2.82,706
3992,0.3,Very Good,F,VS1,60.9,63.0,4.26,4.31,2.61,704
15926,1.24,Ideal,G,SI1,62.7,56.0,6.89,6.85,4.31,4916
11425,2.0,Very Good,I,SI1,58.5,58.0,8.24,8.28,4.83,15249
7301,0.57,Ideal,E,VS2,61.9,57.0,5.31,5.29,3.28,1949
20819,2.13,Premium,F,SI2,61.5,58.0,8.28,8.33,5.11,17045
6322,0.7,Ideal,H,SI1,61.4,57.0,5.64,5.76,3.5,2240
17730,1.26,Ideal,H,VS1,,57.0,6.97,7.03,4.27,8959
9805,0.71,Ideal,E,VS2,62.5,56.0,5.7,5.75,3.58,2347
22378,1.31,Premium,H,VS2,62.5,58.0,6.97,6.94,4.35,7459
13744,1.27,Very Good,I,SI1,60.7,61.0,6.97,6.91,4.21,6559
10646,0.37,Fair,F,SI1,65.3,56.0,4.53,4.47,2.94,527
1810,0.38,Ideal,G,VS1,62.5,56.0,4.64,4.58,2.88,998
21599,0.31,Ideal,G,VVS2,61.5,56.0,4.38,4.4,2.7,687
23016,0.71,Ideal,F,VS1,61.1,56.0,5.76,5.8,3.53,3701
5178,0.75,Ideal,G,SI1,61.6,55.0,5.82,5.86,3.6,2902
25960,2.0,Good,H,SI2,63.8,59.0,7.93,7.88,5.04,12554
23447,0.5,Premium,E,VS2,58.1,61.0,5.23,5.17,3.02,1420
9523,1.51,Premium,G,VS2,59.2,61.0,7.48,7.44,4.42,12229
15642,0.92,Good,G,SI1,60.6,60.0,6.29,6.32,3.82,4089
15291,1.21,Premium,G,VS1,62.7,58.0,6.85,6.76,4.27,8774
24690,1.21,Premium,J,VVS2,61.7,60.0,6.85,6.82,4.22,5531
24874,0.25,Very Good,E,IF,61.3,56.0,4.1,4.13,2.53,633
23773,1.71,Ideal,H,SI1,62.2,56.0,7.74,7.7,4.8,12641
22086,0.71,Ideal,I,SI1,60.2,60.0,5.77,5.79,3.48,2319
17572,0.5,Good,I,VVS2,64.8,56.0,4.92,4.99,3.21,1280
12478,0.36,Premium,F,SI1,61.1,59.0,4.55,4.59,2.79,600
24933,1.14,Very Good,H,SI1,59.2,58.0,6.8,6.86,4.04,4890
25157,0.33,Premium,G,VS1,61.6,60.0,4.46,4.41,2.73,854
18916,0.5,Premium,G,VS2,60.2,60.0,5.21,5.15,3.12,1415
24611,0.32,Premium,E,VS2,62.6,58.0,4.36,4.4,2.74,702
22359,0.31,Premium,I,VVS1,61.0,58.0,4.39,4.33,2.66,732
2712,0.51,Ideal,D,VS2,60.9,56.0,5.16,5.19,3.15,1787
16163,2.02,Ideal,H,SI2,,57.0,8.01,8.06,5.06,15974
24386,0.39,Premium,F,VS1,60.6,55.0,4.77,4.73,2.88,1092
5024,0.41,Premium,F,VS1,62.7,58.0,4.77,4.74,2.98,1076
10124,0.52,Ideal,E,SI1,62.4,58.0,5.16,5.13,3.21,1656
15308,1.26,Ideal,I,VS2,62.6,55.0,6.96,6.91,4.34,6350
16650,1.5,Very Good,G,VS2,60.7,59.0,7.31,7.38,4.46,18691
8348,0.42,Very Good,H,VS2,59.0,57.0,4.92,4.95,2.91,843
12395,1.21,Ideal,F,SI1,61.1,55.0,6.87,6.85,4.19,6659
7054,0.24,Very Good,F,VVS1,59.0,59.0,4.05,4.08,2.4,552
10580,1.06,Ideal,H,SI2,60.1,59.0,6.65,6.63,3.99,4401
10481,1.09,Ideal,G,VS1,60.5,57.0,6.69,6.73,4.06,7078
8989,2.02,Ideal,H,SI1,62.0,56.0,8.06,8.13,5.02,17392
13502,1.07,Premium,H,SI1,61.5,57.0,6.63,6.55,4.05,5123
25870,0.44,Very Good,I,VS2,62.5,57.0,4.85,4.88,3.04,795
4065,1.21,Ideal,F,SI1,61.2,59.0,6.8,6.85,4.18,7349
9810,0.7,Ideal,I,VS2,61.6,56.0,5.67,5.72,3.51,2351
11880,0.81,Very Good,G,VVS2,63.5,55.0,5.9,5.94,3.76,3981
4319,1.71,Very Good,D,SI2,63.5,59.0,7.57,7.59,4.81,11873
5511,1.26,Ideal,G,VVS1,62.1,57.0,7.01,6.91,4.32,10916
6253,0.32,Ideal,G,VS1,61.2,56.0,4.39,4.43,2.7,645
18953,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,431
4152,0.32,Ideal,E,SI1,61.5,55.0,4.4,4.44,2.72,682
12882,2.1,Ideal,I,SI2,61.9,56.0,8.22,8.2,5.08,15653
25440,0.3,Very Good,G,VS1,62.5,59.0,4.32,4.25,2.68,629
4182,1.24,Good,G,SI2,63.7,60.0,6.77,6.7,4.3,4861
20314,0.73,Very Good,J,VS2,62.7,57.0,5.71,5.74,3.59,2101
4992,2.12,Very Good,J,SI2,62.3,61.0,8.16,8.21,5.1,12030
9967,0.24,Ideal,F,VVS1,62.0,56.0,3.99,4.01,2.48,678
4907,1.26,Ideal,I,SI1,62.6,57.0,6.89,6.92,4.32,6597
20286,1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,6808
9818,0.5,Good,F,VS1,58.0,61.0,5.18,5.23,3.02,1415
24608,1.01,Good,H,VS2,60.8,61.0,6.43,6.5,3.93,5229
1730,1.52,Premium,G,VS2,62.6,55.0,7.39,7.28,4.59,12958
23712,0.41,Premium,G,SI1,60.3,59.0,4.79,4.76,2.88,923
13254,0.74,Very Good,H,SI2,63.1,55.0,5.72,5.78,3.63,2138
7758,1.34,Ideal,H,VS2,60.8,55.0,7.18,7.12,4.35,7999
1808,1.17,Premium,G,SI1,62.6,55.0,6.75,6.7,4.21,7731
21982,0.31,Ideal,G,IF,62.1,56.0,4.31,4.34,2.69,871
10203,1.01,Premium,F,VVS1,60.8,58.0,6.55,6.48,3.96,10341
17478,1.31,Very Good,J,SI1,62.5,55.0,6.97,7.05,4.38,5382
9982,0.36,Ideal,H,VVS2,61.3,55.0,4.62,4.64,2.84,705
10685,1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,9900
22459,1.3,Premium,J,SI1,61.8,59.0,6.99,6.95,4.31,5438
17281,0.51,Ideal,D,SI2,61.9,56.0,5.15,5.1,3.17,1359
569,1.21,Premium,F,SI1,61.1,61.0,6.78,6.74,4.13,5720
22722,0.28,Very Good,H,VVS2,62.7,54.0,4.16,4.19,2.61,522
3262,0.7,Very Good,F,SI2,63.2,59.0,5.66,5.61,3.56,1792
9180,0.32,Ideal,G,IF,61.6,55.0,4.42,4.45,2.73,918
19715,0.27,Ideal,D,VVS1,61.7,57.0,4.2,4.16,2.58,752
17711,1.53,Good,E,SI1,63.5,58.0,7.29,7.35,4.65,11303
20002,0.4,Very Good,D,VS2,59.3,58.0,4.8,4.85,2.86,850
24227,0.54,Premium,F,SI2,61.8,61.0,5.28,5.18,3.23,1097
10268,2.01,Premium,I,VS1,62.9,59.0,8.03,7.94,5.02,18206
6042,0.4,Good,E,SI1,64.2,56.0,4.66,4.69,3.0,682
14919,0.75,Premium,E,SI1,61.1,59.0,5.86,5.83,3.57,2814
14112,0.32,Ideal,G,VVS1,61.4,57.0,4.39,4.41,2.7,814
